name,taxid,ERR14789322,ERR14789323,ERR14789324,ERR14789325,ERR14789326,ERR14789327,ERR14789328,ERR14789329,ERR14789330,ERR14789331,ERR14789332,ERR14789333,ERR14789175,ERR14789176,ERR14789177,ERR14789178,ERR14789179,ERR14789181,ERR14789182,ERR14789183,ERR14789184,ERR14789185,ERR14789186,ERR14789187,ERR14789188,ERR14789189,ERR14789190,ERR14789307,ERR14789308,ERR14789309,ERR14789310,ERR14789311,ERR14789312,ERR14789313,ERR14789315,ERR14789316,ERR14789317,ERR14789318,ERR14789319,ERR14789320,ERR14789321,ERR14789259,ERR14789260,ERR14789261,ERR14789262,ERR14789263,ERR14789264,ERR14789265,ERR14789266,ERR14789267,ERR14789268,ERR14789269,ERR14789270,ERR14789271,ERR14789272,ERR14789273,ERR14789368,ERR14789369,ERR14789370,ERR14789371,ERR14789372,ERR14789373,ERR14789374,ERR14789375,ERR14789376,ERR14789377,ERR14789378,ERR14789379,ERR14789380,ERR14789381,ERR14789382,ERR14789353,ERR14789357,ERR14789358,ERR14789359,ERR14789360,ERR14789361,ERR14789362,ERR14789363,ERR14789364,ERR14789365,ERR14789366,ERR14789367,ERR14789334,ERR14789335,ERR14789337,ERR14789338,ERR14789339,ERR14789340,ERR14789341,ERR14789342,ERR14789343,ERR14789344,ERR14789345,ERR14789346,ERR14789347,ERR14789348,ERR14789282,ERR14789283,ERR14789284,ERR14789285,ERR14789286,ERR14789287,ERR14789288,ERR14789289,ERR14789290,ERR14789291,ERR14789292,ERR14789293,ERR14789294,ERR14789295,ERR14789296,ERR14789297
              Moturavirus,2843423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.17,,,,,,,,,,,,,0.16,0.24,0.19,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Muldoonvirus,2843425,0.18,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.51,,,,,,,,,,,,,,,,,,,,,0.02,,,,,
              Muminvirus,2843426,,,,0.15,0.19,,,,0.62,,,,,,,,,,,,,,0.26,0.5,0.57,0.53,0.44,,,,8.42,,,0.38,,,,,,,,1.02,1.59,1.11,0.66,,1.56,1.87,,,6.1,,1.43,0.79,0.7,0.82,0.99,1.42,1.69,1.48,2.28,1.19,1.12,,,,,3.01,,2.61,1.67,,,,,0.39,,0.67,0.48,,,,0.96,0.88,1.13,,,,2.0,,,1.65,0.94,,,,0.45,,,,,,,,0.26,,,0.31,,,,,
              Nevevirus,2843430,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.08,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Parlovirus,2843433,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.11,0.21,0.09,,,,,,,0.29,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,
              Plateaulakevirus,2843436,,,,0.09,0.09,,,,0.7,0.32,0.21,0.4,,,,,,,,,,,,0.13,,0.2,,,,,,,,,,,,,,,,0.18,1.19,1.08,0.6,,1.25,0.75,0.26,,0.37,0.14,,,0.16,0.42,,,,,,,,,,,,,,,,0.09,0.19,0.12,0.14,0.29,,0.94,0.3,0.32,0.22,0.09,0.3,,,0.01,,,,,,,,,,,,,,0.17,,0.18,0.17,,0.83,,0.42,0.23,,,0.55,,
              Predatorvirus,2843439,0.48,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,0.25,,,0.13,,,,,,,,,,,,,,,,
                Privateervirus,2843440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,2.72,,,,0.14,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Questintvirus,2843441,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Sandinevirus,2843449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,0.22,0.8,0.46,,1.66,0.38,,0.32,0.19,,,,0.87,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,
              Shandongvirus,2843454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Sleepyheadvirus,2843457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Takahashivirus,2843463,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,
              Teubervirus,2843466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.31,0.76,0.38,1.16,0.51,0.26,1.08,1.35,0.26,0.29,0.54,0.5,0.33,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,
              Uwajimavirus,2843469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2
              Vedamuthuvirus,2843470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Whackvirus,2843473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Yonseivirus,2843478,,,,,,,,,,,,,0.45,0.31,1.9,0.6,0.78,0.89,,0.04,0.43,0.21,0.26,0.18,0.16,0.15,0.13,1.97,0.75,0.6,,1.21,0.48,0.52,1.2,0.49,0.31,0.86,0.72,1.18,0.61,0.69,0.69,0.9,0.52,,1.13,0.42,0.36,0.79,0.42,,0.26,0.17,0.46,0.62,0.6,0.38,0.21,0.86,0.43,0.32,,,0.49,,,0.65,0.22,0.39,,0.49,,0.09,0.16,0.08,,,0.1,,0.28,0.15,0.24,1.68,0.78,0.01,,,0.83,0.61,0.8,0.6,0.35,,,0.13,0.31,,0.66,0.26,0.32,,,0.38,2.0,0.17,0.21,0.1,1.39,0.55,1.53,0.13,0.15
                  Akihdevirus,2942978,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Kahnovirus,2942979,0.16,0.16,,0.26,0.22,0.45,0.26,,0.4,0.82,0.38,0.57,0.67,0.22,0.62,,0.41,0.49,,0.03,0.3,0.57,0.42,0.39,0.34,0.42,0.42,1.4,1.46,1.7,,1.79,0.91,1.19,0.67,0.85,0.85,0.86,1.38,1.3,,0.47,0.35,0.41,0.45,,0.5,0.6,0.28,1.2,0.52,0.14,0.51,0.19,0.47,0.35,1.12,0.94,1.31,1.56,2.06,1.34,1.34,1.59,1.25,,,2.57,1.26,1.25,1.53,0.04,0.21,0.15,0.19,0.06,,0.34,0.45,0.25,0.34,0.15,0.58,0.21,,0.01,,0.59,0.48,0.24,,0.45,0.55,,,,0.32,,1.54,1.37,2.96,1.03,1.12,1.22,1.68,1.26,0.6,1.01,0.66,0.61,1.91,0.74,0.91
                  Kehishuvirus,2942980,0.21,0.09,,0.45,0.14,,0.23,0.31,0.47,1.78,0.75,0.36,2.18,1.27,1.57,1.43,1.99,4.24,0.76,0.26,1.56,1.9,2.29,3.53,3.13,2.24,3.15,1.01,1.34,1.58,5.61,0.87,0.57,1.03,,0.61,0.72,0.34,0.96,0.91,0.95,0.31,0.57,0.49,0.53,,0.6,1.08,0.58,0.7,1.09,0.2,0.73,0.36,0.33,0.48,0.36,0.38,0.41,,0.44,0.44,0.29,,0.45,,,0.54,0.27,0.44,0.45,0.05,0.19,0.14,0.2,0.12,0.42,0.3,0.17,,0.87,,1.02,0.25,,0.01,0.54,,0.24,,,0.46,,0.3,,,0.25,,0.84,0.9,0.55,1.54,0.35,1.38,0.43,0.99,0.59,0.3,0.52,1.61,0.36,1.0,1.01
                  Paundivirus,2942981,,,,0.06,0.06,,,,,0.35,0.15,,,,,,,,,,,0.1,0.05,,,,0.1,,,,,0.17,,0.16,,,,,,,,0.08,,,0.08,,,,,,,,,,,,,,,,0.22,,0.26,,,,,,,,0.37,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,0.3,0.99,0.49,,,,0.22,0.2,0.13,0.08,,0.19,0.18,0.3,0.11
                  Wulfhauvirus,2942982,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.01,,,,,
                  Afonbuvirus,2942989,0.6,0.45,0.45,0.63,0.61,1.79,0.46,1.04,0.82,1.17,0.63,0.83,,0.32,0.48,0.39,0.61,1.42,,0.04,0.23,0.39,0.52,0.78,0.93,0.79,0.81,0.84,1.6,2.01,5.96,4.72,1.5,1.94,0.86,1.51,1.92,2.3,1.51,1.98,2.85,0.91,0.9,0.97,1.14,,0.67,0.89,0.64,1.1,1.26,0.14,1.2,0.53,0.72,0.93,0.47,0.32,0.62,0.52,0.7,0.72,0.75,0.91,0.45,0.78,,1.4,0.53,0.67,0.55,0.33,1.34,1.04,0.86,0.57,3.12,2.82,2.93,1.53,2.1,0.58,1.78,1.59,2.13,0.09,2.68,5.18,3.66,2.42,1.27,3.76,3.16,1.18,0.02,0.16,1.37,,0.66,0.68,2.16,1.3,0.84,0.94,1.2,1.72,0.82,0.73,0.3,1.61,1.08,0.45,1.96
                  Canhaevirus,2942990,0.37,0.16,0.41,0.2,0.29,0.79,0.21,0.37,0.47,0.35,0.32,0.4,,,,,,,,0.02,,0.12,0.14,0.23,0.12,0.19,0.1,,0.36,0.37,,0.69,0.31,0.47,,0.26,0.36,0.52,0.42,,0.78,0.24,0.18,0.38,0.24,,0.24,0.52,0.26,0.33,0.32,,0.36,0.22,0.16,0.2,0.27,,0.31,0.54,0.32,0.38,0.45,0.49,,,,0.74,0.27,0.47,0.43,0.06,0.27,0.16,0.18,0.14,0.73,0.73,0.49,0.37,0.44,0.21,0.32,0.31,,0.02,0.39,0.71,0.48,0.46,,0.69,0.65,0.35,,0.04,0.34,,0.17,0.23,,0.19,,0.32,0.13,0.27,0.15,0.09,0.22,,0.09,0.13,0.22
                  Cohcovirus,2942991,0.44,0.29,0.4,0.33,0.4,0.93,0.24,,0.64,0.74,0.38,0.38,,,,,,,,0.02,,0.15,0.13,0.25,0.25,0.19,0.24,0.61,0.86,0.92,,0.91,0.41,0.71,,0.57,0.62,0.43,0.76,0.8,1.17,0.24,0.25,0.42,0.45,,0.18,0.69,0.23,0.54,0.39,,0.31,0.2,0.3,0.42,0.36,0.32,0.46,0.57,0.26,0.5,0.59,0.61,0.49,0.85,0.19,0.73,0.38,0.42,0.61,0.11,0.55,0.29,0.31,0.16,0.96,1.2,0.99,0.56,0.89,0.21,0.53,0.64,0.75,0.02,0.63,1.25,0.72,0.93,0.74,1.33,0.75,0.65,,0.04,0.58,,0.33,0.13,,0.27,0.17,,0.1,0.26,0.11,0.16,,,,,0.24
                  Culoivirus,2942992,,0.1,,0.13,0.13,0.34,,,,0.2,0.18,,,,,,,,,,,,0.05,0.12,,,,0.28,,0.34,,0.4,,0.15,,,0.16,0.32,0.17,,,0.11,0.12,0.14,0.1,,0.17,0.24,,0.23,0.26,,,,0.11,,,,,,0.2,,,,,,,,,,,0.05,0.19,0.12,0.08,0.06,,0.3,0.34,0.18,0.26,,0.31,0.24,,,,,0.58,,,0.33,0.4,,,,0.16,,,,,0.16,,,,,,0.07,,,,,0.11
                  Blohavirus,2942993,0.53,0.28,,0.46,0.46,0.74,0.32,0.47,0.53,0.84,0.46,0.6,,0.25,,,,0.69,,0.03,0.26,0.29,0.2,0.57,0.43,0.41,0.36,,0.36,0.36,,0.71,,0.28,,0.27,0.35,0.33,0.4,0.57,,0.67,0.45,0.71,0.93,,0.5,0.61,0.35,0.6,0.78,0.27,1.37,0.41,0.69,0.71,0.18,,0.21,,,,0.35,,,,,,0.19,,,0.12,0.68,0.65,0.64,0.5,2.32,1.83,2.3,1.14,1.91,0.46,1.3,1.32,0.97,0.08,1.87,3.81,3.02,1.2,0.77,2.53,2.19,1.31,0.01,0.08,1.06,,0.21,0.19,0.38,0.25,0.34,0.3,0.11,0.31,0.09,0.24,0.25,0.2,0.12,0.2,0.22
                  Buchavirus,2942994,1.05,0.26,,0.32,0.34,0.69,0.22,0.52,0.46,0.69,0.46,0.52,,,0.48,,0.44,0.73,,0.04,0.18,0.38,0.24,0.61,0.48,0.48,0.55,0.64,1.13,1.03,4.21,1.0,0.54,0.74,,0.45,0.65,0.65,0.88,0.53,0.84,0.33,0.25,0.34,0.33,,0.31,0.44,0.22,0.42,0.43,0.18,0.49,0.19,0.27,0.24,0.29,0.34,0.19,,0.35,0.32,0.59,0.42,,,,0.33,0.35,0.3,,0.19,0.35,0.27,0.25,0.25,0.73,0.72,0.63,0.32,0.8,0.2,0.52,0.57,,0.02,0.88,1.23,1.52,0.88,0.53,1.42,1.03,0.57,0.01,0.03,0.56,,0.43,0.22,0.67,1.31,0.72,0.21,0.58,0.86,0.28,0.64,0.3,0.6,0.66,0.18,0.85
                Dunedinvirus,2943004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,0.25,,
                Gediminasvirus,2943007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Gwanakrovirus,2943008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.25,,,,,0.27,,,,,0.08,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,0.2,0.12,,,,,0.57,0.28,,,0.33,0.3,,,0.12,,,,,,,,,,,0.02,,,,,
                Phobosvirus,2943014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,0.85,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Salvovirus,2943016,0.29,0.29,0.48,0.21,0.42,1.07,0.22,0.77,0.7,0.52,0.54,1.09,1.96,1.49,4.95,2.98,2.99,1.9,1.91,0.08,1.17,0.59,0.35,0.32,0.36,0.22,0.35,1.9,0.8,0.95,,1.26,0.91,1.04,1.29,1.09,1.19,2.64,1.19,2.51,2.12,0.66,0.13,0.25,0.59,,0.32,0.22,0.3,0.54,0.25,,,0.27,0.14,,0.47,0.38,0.21,0.52,0.27,0.26,0.33,0.57,,1.06,,0.88,0.28,0.42,0.43,0.1,0.22,0.14,0.19,0.1,0.73,0.19,0.36,0.2,0.34,0.17,0.42,0.11,,,,,0.48,,,,,,,,0.17,,0.87,0.34,0.39,0.16,0.28,,0.31,0.2,0.84,0.2,0.2,0.81,0.33,0.13,0.21
                Seodaemunguvirus,2943017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,0.11,,0.08,,,,0.1,0.1,
                Sessunavirus,2943018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Sharonstreetvirus,2943019,,,,0.04,,,,,,,,,0.45,,,,0.48,,,,,0.11,0.06,0.11,,,0.11,,,,,0.25,,0.14,,,0.12,0.34,0.18,,,1.51,0.24,1.07,0.93,1.8,1.62,0.52,0.3,0.64,0.28,1.29,0.36,0.22,0.85,0.79,0.66,0.64,0.6,1.35,0.93,,0.31,,0.45,,,1.69,0.65,0.94,0.58,0.41,0.55,0.17,0.41,0.25,1.81,1.09,1.24,0.79,0.86,0.19,1.12,,,0.01,,,0.93,,,,0.25,,,,0.18,,0.24,0.12,0.8,,0.21,4.15,0.14,0.17,0.09,0.18,,,0.09,0.08,0.09
                Zhonglingvirus,2943020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
              Swiduovirus,2944849,,,,,,,,,,,,,,,,,,,,0.02,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,
              Akiravirus,2946787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,0.1,,
              Anayavirus,2946797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Angainorvirus,2946799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,
                Aptresvirus,2946806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Archimedesvirus,2946808,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Arsyunavirus,2946810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Aurodevirus,2946811,0.37,0.44,0.51,0.68,0.71,1.54,0.6,0.75,0.87,1.27,0.79,1.11,0.89,0.34,,0.46,0.54,0.97,,0.04,0.35,0.33,0.54,0.95,0.79,0.75,0.82,1.3,2.41,2.51,7.02,5.13,0.7,2.11,1.82,1.94,2.5,2.05,2.54,2.1,3.07,0.66,1.01,1.32,1.22,1.06,0.88,1.07,0.92,1.34,1.26,0.24,1.51,0.76,0.7,0.85,0.89,0.98,1.32,0.77,1.1,1.38,2.09,1.51,1.38,1.2,0.32,2.6,1.79,1.89,1.14,0.3,0.94,0.54,0.53,0.53,2.4,2.2,1.95,0.88,1.29,0.34,1.24,1.21,1.19,0.05,2.14,2.72,2.67,1.46,0.84,2.67,2.42,0.62,0.01,0.08,1.2,,0.9,0.74,0.94,1.55,0.29,0.47,0.56,2.74,0.98,0.23,0.74,0.93,0.62,0.47,2.1
              Backyardiganvirus,2946815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,
              Beograduvirus,2946820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,0.43,,,,,,,,,,,,,,
                  Besingivirus,2946821,,,,,0.03,,,,0.21,,0.07,,,,,,,,,,,,,0.16,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,0.14,,0.07,,,,,0.13
                  Birpovirus,2946830,0.27,0.19,,0.27,0.29,0.89,0.23,0.44,0.51,0.53,0.36,0.44,,,,,0.37,0.5,,,,0.15,0.14,0.26,0.2,0.26,0.22,0.33,,0.29,,0.68,0.3,0.21,,0.24,0.27,0.23,0.41,,,0.47,0.23,0.45,0.51,,0.32,0.31,,0.47,0.4,,0.41,0.2,0.33,0.5,,,0.25,,0.25,0.43,0.25,,,,,,,,,0.1,0.42,0.27,0.25,0.25,0.72,0.65,0.98,0.55,0.71,0.2,0.54,0.45,0.37,0.03,0.9,1.55,1.32,0.36,,1.0,0.91,0.46,,,0.36,,0.26,0.16,,0.24,0.38,0.22,0.16,0.27,0.1,0.24,0.12,0.17,0.14,0.14,0.21
                Bluvavirus,2946831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,
                  Bohxovirus,2946832,,,,,,,,,0.15,0.2,,,,,,,,,,,,0.09,0.06,,,,0.08,,,,,0.09,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,0.12,,0.09,,,,,0.09
                Bracchivirus,2946835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Buhlduvirus,2948643,,,,,,,,,,0.11,0.05,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,0.12
                  Buorbuivirus,2948644,,0.11,,0.13,0.12,,,,0.14,0.38,0.17,0.38,,,,,,0.43,,0.02,0.18,0.23,0.21,0.35,0.23,0.29,0.34,,0.37,0.72,,0.83,0.37,0.59,,0.43,0.69,0.57,0.41,,,0.19,0.22,0.31,0.21,,,0.27,0.29,0.22,0.43,,,0.2,0.14,0.21,0.17,,0.23,,,,,,,,,0.36,,,,0.09,0.28,0.17,0.11,0.09,0.49,0.54,0.4,0.23,0.24,0.1,0.26,0.23,0.52,,0.49,,0.4,,,0.54,0.39,,,,0.28,,,0.09,,0.17,,,,0.33,0.11,0.07,,,0.06,0.13,0.26
                  Burzaovirus,2948645,3.51,2.88,3.69,6.03,7.13,12.37,4.4,8.04,6.48,11.02,5.76,8.89,1.2,0.99,1.71,0.84,1.77,4.25,0.76,0.06,1.0,1.28,1.16,2.67,2.4,2.29,1.81,5.22,7.86,12.82,28.42,31.97,7.58,13.02,9.93,11.6,12.24,14.15,12.01,10.17,11.12,7.37,3.64,6.61,5.76,5.17,3.13,2.74,2.13,6.91,4.41,0.73,4.27,3.77,5.63,6.27,5.87,5.04,7.54,12.07,14.77,8.23,14.29,10.75,7.08,5.93,1.03,17.39,7.54,6.27,11.49,2.1,1.06,0.9,1.66,0.5,5.43,3.9,6.91,1.74,6.26,1.49,2.78,5.3,8.14,0.33,6.79,16.19,17.3,9.88,9.19,17.61,17.34,14.74,0.08,0.36,9.09,0.89,26.59,53.14,34.87,25.72,44.36,36.24,12.96,39.62,22.87,42.2,23.4,20.79,15.33,14.85,30.81
                  Cacepaovirus,2948646,,,,,,,,,0.54,0.19,0.07,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,0.15,,,,,,,,,,,,,,,,,0.21,0.67,0.35,0.42,0.31,0.13,0.29,0.13,0.41,0.53,,0.17,,0.25
                  Carjivirus,2948652,0.97,1.15,0.99,1.42,1.98,3.92,1.88,2.55,2.84,3.9,2.23,3.73,0.71,0.51,1.81,1.09,1.97,2.06,1.21,0.04,0.46,0.73,0.89,1.57,1.67,1.44,1.09,1.63,2.79,4.2,12.98,12.4,3.13,3.24,2.49,2.97,3.28,3.59,3.45,3.66,5.75,9.54,3.47,7.06,9.09,6.97,6.0,8.71,2.73,7.14,6.69,1.67,8.12,3.87,7.79,5.96,1.25,0.74,0.92,1.31,0.97,1.53,2.17,1.63,0.98,,,3.22,1.33,1.66,1.77,1.26,2.7,1.92,2.96,1.34,8.71,6.01,14.53,3.84,6.0,1.53,5.69,4.93,3.88,0.41,9.37,14.33,11.14,4.99,3.62,10.22,9.81,4.33,0.05,0.37,4.9,17.75,1.6,1.32,1.53,1.04,1.58,1.57,0.8,0.88,0.67,1.31,0.61,0.65,0.65,0.88,1.01
                Chrysonvirus,2948662,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,1.64,,,,,,,,,,,,,,,,
                  Chuhaivirus,2948663,,,,0.04,,,,,0.42,0.29,0.05,,,,,,,,,,,,0.05,,0.15,,,,,,,0.18,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,0.17,,,,0.11,,,,,,,,,,,,,,,,0.27,0.47,0.65,0.42,0.76,1.34,0.17,1.03,0.69,0.96,1.95,0.41,0.23,0.15,1.05
                Cinqassovirus,2948665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Clownvirus,2948667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,0.21,,0.12,,,0.06,,0.09
