realm,kingdom,phylum,class,order,family,genus,species
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Nudiviridae, Alphanudivirus, Alphanudivirus tertidromelanogasteris,,
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus tzinaka
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus muricec
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Alphaflexiviridae, Potexvirus, Potexvirus flavimaculae
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Alphaflexiviridae, Potexvirus, Potexvirus flavivenae
 Viruses incertae sedis, Tolecusatellitidae, Betasatellite, Betasatellite eupatorii,,,,
 Viruses incertae sedis, Tolecusatellitidae, Betasatellite, Betasatellite eupatoriumflavi,,,,
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus kokenae
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus eupatorii
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Capulavirus, Capulavirus euphorbiae
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus euhet1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus euphorbiaguangxiense
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus euphorbiae
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus euphorbiaperuense
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus euphorbiamusivi
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus euphorbiae
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus euphorbiaflavi
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus euphorbiamusiviflavi
 Viruses incertae sedis, Alphasatellitidae, Geminialphasatellitinae, Clecrusatellite, Clecrusatellite euphorbiae, Euphorbia yellow mosaic alphasatellite,,
 Viruses incertae sedis, Naldaviricetes, Lefavirales, Baculoviridae, Alphabaculovirus, Alphabaculovirus eupseudoconspersae,,
 Riboviria, Orthornavirae, Orthornavirae incertae sedis, Permutotetraviridae, Alphapermutotetravirus, Alphapermutotetravirus euprosternae,,
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Lagovirus, Lagovirus europaeus
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus catfish
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Phenuiviridae, Tenuivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Eurybiavirus,,
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus, Alphavirus everglades
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Orlajensenviridae, Pelczarvirinae, Paopuvirus
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Becurtovirus, Becurtovirus exomis
 Riboviria, Riboviria incertae sedis, Tombendovirales, Sarthroviridae, Macronovirus, Macronovirus macrobrachii, Macrobrachium satellite virus 1,
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Mulpavirales, Nanoviridae, Nanovirus, Nanovirus necropumiliviciae
 Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Subclovsatellite, Subclovsatellite fababea,,,
 Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Fabenesatellite, Fabenesatellite fabae, Faba bean necrotic yellows alphasatellite 2,,
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Mulpavirales, Nanoviridae, Nanovirus, Nanovirus necroflaviviciae
 Viruses incertae sedis, Alphasatellitidae, Nanoalphasatellitinae, Subclovsatellite, Subclovsatellite tunisifabae, Faba bean necrotic yellows alphasatellite 3,,
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Sobelivirales, Solemoviridae, Polerovirus, Polerovirus FBPV
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Mulpavirales, Nanoviridae, Nanovirus, Nanovirus flaviviciae
 Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Imitervirales, Mimiviridae, Klosneuvirinae, Fadolivirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Brigitvirus, Brigitvirus brigit,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Eponavirus, Eponavirus epona,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lagaffevirus, Lagaffevirus lagaffe,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lughvirus, Lughvirus lugh,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Mushuvirus, Mushuvirus mushu,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Oengusvirus, Oengusvirus oengus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Taranisvirus, Taranisvirus taranis,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Toutatisvirus, Toutatisvirus toutatis,
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemygorvirus, Gemygorvirus stara1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykroznavirus, Gemykroznavirus rabas1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemytondvirus, Gemytondvirus ostri1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemygorvirus, Gemygorvirus malas1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemygorvirus, Gemygorvirus cania1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus sheas1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus chicas2
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus equas1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus porci1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus porci2
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus chicas1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus bovas1
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Harkavirus, Harkavirus alfoldi
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Minovirus, Minovirus pimephalis
 Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Algavirales, Phycodnaviridae, Phaeovirus, Phaeovirus feldmanniae
 Monodnaviria, Shotokuvirae, Commensaviricota, Cardeaviricetes, Sanitavirales, Anelloviridae, Tettorquevirus, Tettorquevirus felid6
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Stellavirales, Astroviridae, Mamastrovirus, Mamastrovirus felis
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Caliciviridae, Vesivirus, Vesivirus felis
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus gato
 Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Spumaretrovirinae, Felispumavirus
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, unclassified Paramyxoviridae
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Kodimesavirinae, Sakobuvirus
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Vilyaviridae, Andurilvirus, Andurilvirus erebor
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cremevirales, Smacoviridae, Felismacovirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Peduoviridae, Felsduovirus,
 Monodnaviria, Shotokuvirae, Cossaviricota, Quintoviricetes, Piccovirales, Parvoviridae, Hamaparvovirinae, Hepanhamaparvovirus
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Elliovirales, Phasmaviridae, Feravirus
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Hepelivirales, Hepeviridae, Orthohepevirinae, Rocahepevirus
 Monodnaviria, Loebvirae, Hofneiviricota, Faserviricetes, Tubulavirales, Inoviridae, Fibrovirus,
 Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Caulimoviridae, Badnavirus, Badnavirus fici
 Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Deltapartitivirus, Deltapartitivirus fici
 Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Caulimoviridae, Caulimovirus, Caulimovirus tesselloscrophulariae
 Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, unclassified Resentoviricetes, Reovirales, Spinareoviridae, Fijivirus
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykibivirus, Gemykibivirus haeme5
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykibivirus, Gemykibivirus haeme3
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykibivirus, Gemykibivirus haeme1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykibivirus, Gemykibivirus haeme4
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus haeme1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus haeme2
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykroznavirus, Gemykroznavirus haeme1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus finch
 Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Gammapolyomavirus, Gammapolyomavirus pypyrrhula
 Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Heptrevirinae, Fipivirus
 unclassified viruses, unclassified DNA viruses, unclassified ssDNA viruses, Cruciviruses, Crucivirus,,,
 Riboviria, unclassified Riboviria, unclassified ssRNA viruses,,,,,
 Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Bunyaviricetes, Hareavirales, Phenuiviridae, Horwuvirus
 Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Partitiviridae, Alphapartitivirus, Alphapartitivirus flammulinae
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Duneviridae, Unahavirus, Unahavirus uv23T
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Duneviridae, Unahavirus, Unahavirus uv2A
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Duneviridae, Unahavirus, Unahavirus uv6H
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ficleduovirus, Ficleduovirus FCL2,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ficleduovirus, unclassified Ficleduovirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Ficleduovirus, Ficleduovirus FCV1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Winoviridae, unclassified Winoviridae,
 Varidnaviria, Abadenavirae, Produgelaviricota, Ainoaviricetes, Lautamovirales, Finnlakeviridae, Finnlakevirus, Finnlakevirus FLiP
 Varidnaviria, Abadenavirae, Produgelaviricota, Ainoaviricetes, Lautamovirales, Finnlakeviridae, Finnlakevirus, unclassified Finnlakevirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Fipvunavirus, unclassified Fipvunavirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Duneviridae, Unahavirus, unclassified Unahavirus
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Fipvunavirus, Fipvunavirus Fpv1,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Fipvunavirus, Fipvunavirus Fpv4,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Immutovirus, unclassified Immutovirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Immutovirus, Immutovirus immuto,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Winoviridae, Pippivirus, Pippivirus lotta
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Winoviridae, Pippivirus, Pippivirus pippi
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Elemovirus, unclassified Elemovirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Elemovirus, Elemovirus elemoA,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Elemovirus, Elemovirus elemoB,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Elemovirus, Elemovirus elemoC,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Elemovirus, Elemovirus elemoD,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Elemovirus, Elemovirus elemoE,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Elemovirus, Elemovirus elemoF,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Muminvirus, Muminvirus filifjonk,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Hattifnattvirus, Hattifnattvirus hattifnatt,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lillamyvirus, Lillamyvirus hemulen,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lillamyvirus, unclassified Lillamyvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Duneviridae, Labanvirus, Labanvirus laban
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lillamyvirus, Lillamyvirus lillamy,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lillamyvirus, Lillamyvirus morran,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Muminvirus, Muminvirus mumin,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Muminvirus, Muminvirus mymlan,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lillamyvirus, Lillamyvirus sniff,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lillamyvirus, Lillamyvirus snork,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Muminvirus, Muminvirus snusmum,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Muminvirus, unclassified Muminvirus,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Lillamyvirus, Lillamyvirus stinky,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Tantvirus, Tantvirus tant,
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Muminvirus, Muminvirus tooticki,
 Riboviria, Orthornavirae, Kitrinoviricota, Magsaviricetes, Nodamuvirales, Nodaviridae, Alphanodavirus, Alphanodavirus flockense
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cremevirales, Smacoviridae, Porprismacovirus, Porprismacovirus flas1
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Vilyaviridae, Illuinvirus, Illuinvirus amon
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Vilyaviridae, Grondvirus, Grondvirus lorian
 Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Nyamiviridae, Formivirus
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Alphaflexiviridae, Potexvirus, Potexvirus setariae
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Bromoviridae, Ilarvirus, Ilarvirus FCILV
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Virgaviridae, Tobamovirus, Tobamovirus frangipani
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus freesiae
 Viruses incertae sedis, Tolecusatellitidae, Betasatellite, Betasatellite phaseoli, French bean leaf curl betasatellite,,,
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Begomovirus, Begomovirus phaseoligallici
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Geminiviridae, Capulavirus, Capulavirus phaseoli
 Riboviria, Orthornavirae, Pisuviricota, Stelpaviricetes, Patatavirales, Potyviridae, Potyvirus, Potyvirus fritillariae
 Duplodnaviria, Heunggongvirae, Uroviricota, Caudoviricetes, Caudoviricetes incertae sedis, Fromanvirus,,
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus furse1
 Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Unuamitovirus, Unuamitovirus fuan1
 Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Duamitovirus, Duamitovirus fubo1
 Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Unuamitovirus, Unuamitovirus fuci1
 Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Unuamitovirus, Unuamitovirus fuci2
 Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Unuamitovirus, Unuamitovirus fuco1
 Riboviria, Orthornavirae, Lenarviricota, Howeltoviricetes, Cryppavirales, Mitoviridae, Unuamitovirus, Unuamitovirus fugl1
 Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Tymovirales, Deltaflexiviridae, Deltaflexivirus, Deltaflexivirus fusarii
 Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Fusariviridae, Alphafusarivirus, Alphafusarivirus fusarii
 Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Curvulaviridae, Orthocurvulavirus, Orthocurvulavirus fusarii
 Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemytripvirus, Gemytripvirus fugra1
 Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Hypoviridae, Alphahypovirus, Alphahypovirus fusarii
 Riboviria, Orthornavirae, Pisuviricota, Duplopiviricetes, Durnavirales, Hypoviridae, Epsilonhypovirus, Epsilonhypovirus japonicum
